,optimum,Availability,dataset,theta
50973,34,0-shot,tpcds,0.5
50974,26,0-shot,tpcds,0.5
50975,25,0-shot,tpcds,0.5
50976,2,0-shot,tpcds,0.5
50977,35,0-shot,tpcds,0.5
50978,49,0-shot,tpcds,0.5
50979,49,0-shot,tpcds,0.5
50980,49,0-shot,tpcds,0.5
50981,2,0-shot,tpcds,0.5
50982,3,0-shot,tpcds,0.5
50983,34,0-shot,tpcds,0.5
50984,34,0-shot,tpcds,0.5
50985,34,0-shot,tpcds,0.5
50986,3,0-shot,tpcds,0.5
50987,3,0-shot,tpcds,0.5
50988,3,0-shot,tpcds,0.5
50989,0,0-shot,tpcds,0.5
50990,0,0-shot,tpcds,0.5
50991,0,0-shot,tpcds,0.5
50992,17,0-shot,tpcds,0.5
50993,0,0-shot,tpcds,0.5
50994,17,0-shot,tpcds,0.5
50995,0,0-shot,tpcds,0.5
50996,4,0-shot,tpcds,0.5
50997,11,0-shot,tpcds,0.5
50998,1,0-shot,tpcds,0.5
50999,0,0-shot,tpcds,0.5
51000,17,0-shot,tpcds,0.5
51001,0,0-shot,tpcds,0.5
51002,2,0-shot,tpcds,0.5
51003,0,0-shot,tpcds,0.5
51004,0,0-shot,tpcds,0.5
51005,17,0-shot,tpcds,0.5
51006,56,0-shot,tpcds,0.5
51007,0,0-shot,tpcds,0.5
51008,38,0-shot,tpcds,0.5
51009,16,0-shot,tpcds,0.5
51010,7,0-shot,tpcds,0.5
51011,49,0-shot,tpcds,0.5
51012,25,0-shot,tpcds,0.5
51013,12,0-shot,tpcds,0.5
51014,50,0-shot,tpcds,0.5
51015,35,0-shot,tpcds,0.5
51016,25,0-shot,tpcds,0.5
51017,0,0-shot,tpcds,0.5
51018,0,0-shot,tpcds,0.5
51019,0,0-shot,tpcds,0.5
51020,0,0-shot,tpcds,0.5
51021,0,0-shot,tpcds,0.5
51022,0,0-shot,tpcds,0.5
51023,17,0-shot,tpcds,0.5
51024,0,0-shot,tpcds,0.5
51025,0,0-shot,tpcds,0.5
51026,0,0-shot,tpcds,0.5
51027,8,0-shot,tpcds,0.5
51028,34,0-shot,tpcds,0.5
51029,8,0-shot,tpcds,0.5
51030,8,0-shot,tpcds,0.5
51031,5,0-shot,tpcds,0.5
51032,35,0-shot,tpcds,0.5
51033,8,0-shot,tpcds,0.5
51034,17,0-shot,tpcds,0.5
51035,0,0-shot,tpcds,0.5
51036,56,0-shot,tpcds,0.5
51037,17,0-shot,tpcds,0.5
51038,2,0-shot,tpcds,0.5
51039,0,0-shot,tpcds,0.5
51040,33,0-shot,tpcds,0.5
51041,34,0-shot,tpcds,0.5
51042,34,0-shot,tpcds,0.5
51043,25,0-shot,tpcds,0.5
51044,25,0-shot,tpcds,0.5
51045,16,0-shot,tpcds,0.5
51046,34,0-shot,tpcds,0.5
51047,0,0-shot,tpcds,0.5
51048,0,0-shot,tpcds,0.5
51049,17,0-shot,tpcds,0.5
51050,0,0-shot,tpcds,0.5
51051,0,0-shot,tpcds,0.5
51052,0,0-shot,tpcds,0.5
51053,50,0-shot,tpcds,0.5
51054,34,0-shot,tpcds,0.5
51055,27,0-shot,tpcds,0.5
51056,0,0-shot,tpcds,0.5
51057,0,0-shot,tpcds,0.5
51058,0,0-shot,tpcds,0.5
51059,32,0-shot,tpcds,0.5
51060,0,0-shot,tpcds,0.5
51061,17,0-shot,tpcds,0.5
51062,35,0-shot,tpcds,0.5
51063,0,0-shot,tpcds,0.5
51064,35,0-shot,tpcds,0.5
51065,0,0-shot,tpcds,0.5
51066,17,0-shot,tpcds,0.5
51067,0,0-shot,tpcds,0.5
51068,8,0-shot,tpcds,0.5
51069,17,0-shot,tpcds,0.5
51070,56,0-shot,tpcds,0.5
51071,34,0-shot,tpcds,0.5
51072,36,0-shot,tpcds,0.5
51073,34,0-shot,tpcds,0.5
51074,35,0-shot,tpcds,0.5
51075,34,0-shot,tpcds,0.5
51076,36,0-shot,tpcds,0.5
51077,35,0-shot,tpcds,0.5
51078,34,0-shot,tpcds,0.5
51079,35,0-shot,tpcds,0.5
51080,34,0-shot,tpcds,0.5
51081,0,0-shot,tpcds,0.5
51082,32,0-shot,tpcds,0.5
51083,0,0-shot,tpcds,0.5
51084,0,0-shot,tpcds,0.5
51085,0,0-shot,tpcds,0.5
51086,0,0-shot,tpcds,0.5
51087,37,0-shot,tpcds,0.5
51088,5,0-shot,tpcds,0.5
51089,31,0-shot,tpcds,0.5
51090,31,0-shot,tpcds,0.5
51091,25,0-shot,tpcds,0.5
51092,25,0-shot,tpcds,0.5
51093,4,0-shot,tpcds,0.5
51094,32,0-shot,tpcds,0.5
51095,0,0-shot,tpcds,0.5
51096,0,0-shot,tpcds,0.5
51097,0,0-shot,tpcds,0.5
51098,0,0-shot,tpcds,0.5
51099,36,0-shot,tpcds,0.5
51100,5,0-shot,tpcds,0.5
51101,31,0-shot,tpcds,0.5
51102,31,0-shot,tpcds,0.5
51103,25,0-shot,tpcds,0.5
51104,25,0-shot,tpcds,0.5
51105,2,0-shot,tpcds,0.5
51106,0,0-shot,tpcds,0.5
51107,0,0-shot,tpcds,0.5
51108,17,0-shot,tpcds,0.5
51109,61,0-shot,tpcds,0.5
51110,0,0-shot,tpcds,0.5
51111,0,0-shot,tpcds,0.5
51112,0,0-shot,tpcds,0.5
51113,35,0-shot,tpcds,0.5
51114,5,0-shot,tpcds,0.5
51115,35,0-shot,tpcds,0.5
51116,34,0-shot,tpcds,0.5
51117,5,0-shot,tpcds,0.5
51118,8,0-shot,tpcds,0.5
51119,17,0-shot,tpcds,0.5
51120,0,0-shot,tpcds,0.5
51121,56,0-shot,tpcds,0.5
51122,17,0-shot,tpcds,0.5
51123,2,0-shot,tpcds,0.5
51124,0,0-shot,tpcds,0.5
51125,33,0-shot,tpcds,0.5
51126,34,0-shot,tpcds,0.5
51127,34,0-shot,tpcds,0.5
51128,25,0-shot,tpcds,0.5
51129,8,0-shot,tpcds,0.5
51130,7,0-shot,tpcds,0.5
51131,1,0-shot,tpcds,0.5
51132,17,0-shot,tpcds,0.5
51133,0,0-shot,tpcds,0.5
51134,0,0-shot,tpcds,0.5
51135,17,0-shot,tpcds,0.5
51136,0,0-shot,tpcds,0.5
51137,49,0-shot,tpcds,0.5
51138,44,0-shot,tpcds,0.5
51139,49,0-shot,tpcds,0.5
51140,0,0-shot,tpcds,0.5
51141,29,0-shot,tpcds,0.5
51142,0,0-shot,tpcds,0.5
51143,0,0-shot,tpcds,0.5
51144,0,0-shot,tpcds,0.5
51145,0,0-shot,tpcds,0.5
51146,0,0-shot,tpcds,0.5
51147,56,0-shot,tpcds,0.5
51148,0,0-shot,tpcds,0.5
51149,17,0-shot,tpcds,0.5
51150,17,0-shot,tpcds,0.5
51151,0,0-shot,tpcds,0.5
51152,66,0-shot,tpcds,0.5
51153,34,0-shot,tpcds,0.5
51154,12,0-shot,tpcds,0.5
51155,10,0-shot,tpcds,0.5
51156,0,0-shot,tpcds,0.5
51157,0,0-shot,tpcds,0.5
51158,0,0-shot,tpcds,0.5
51159,0,0-shot,tpcds,0.5
51160,17,0-shot,tpcds,0.5
51161,0,0-shot,tpcds,0.5
51162,0,0-shot,tpcds,0.5
51163,0,0-shot,tpcds,0.5
51164,8,0-shot,tpcds,0.5
51165,26,0-shot,tpcds,0.5
51166,1,0-shot,tpcds,0.5
51167,1,0-shot,tpcds,0.5
51168,0,0-shot,tpcds,0.5
51169,35,0-shot,tpcds,0.5
51170,8,0-shot,tpcds,0.5
51171,17,0-shot,tpcds,0.5
51172,0,0-shot,tpcds,0.5
51173,0,0-shot,tpcds,0.5
51174,56,0-shot,tpcds,0.5
51175,34,0-shot,tpcds,0.5
51176,50,0-shot,tpcds,0.5
51177,34,0-shot,tpcds,0.5
51178,34,0-shot,tpcds,0.5
51179,35,0-shot,tpcds,0.5
51180,35,0-shot,tpcds,0.5
51181,50,0-shot,tpcds,0.5
51182,50,0-shot,tpcds,0.5
51183,34,0-shot,tpcds,0.5
51184,35,0-shot,tpcds,0.5
51185,36,0-shot,tpcds,0.5
51186,17,0-shot,tpcds,0.5
51187,0,0-shot,tpcds,0.5
51188,0,0-shot,tpcds,0.5
51189,61,0-shot,tpcds,0.5
51190,17,0-shot,tpcds,0.5
51191,53,0-shot,tpcds,0.5
51192,56,0-shot,tpcds,0.5
51193,64,0-shot,tpcds,0.5
51194,0,0-shot,tpcds,0.5
51195,50,0-shot,tpcds,0.5
51196,50,0-shot,tpcds,0.5
51197,34,0-shot,tpcds,0.5
51198,34,0-shot,tpcds,0.5
51199,34,0-shot,tpcds,0.5
51200,34,0-shot,tpcds,0.5
51201,50,0-shot,tpcds,0.5
51202,37,0-shot,tpcds,0.5
51203,37,0-shot,tpcds,0.5
51204,66,0-shot,tpcds,0.5
51205,66,0-shot,tpcds,0.5
51206,35,0-shot,tpcds,0.5
51207,24,0-shot,tpcds,0.5
51208,35,0-shot,tpcds,0.5
51209,24,0-shot,tpcds,0.5
51210,1,0-shot,tpcds,0.5
51211,17,0-shot,tpcds,0.5
51212,0,0-shot,tpcds,0.5
51213,0,0-shot,tpcds,0.5
51214,56,0-shot,tpcds,0.5
51215,17,0-shot,tpcds,0.5
51216,1,0-shot,tpcds,0.5
51217,16,0-shot,tpcds,0.5
51218,34,0-shot,tpcds,0.5
51219,34,0-shot,tpcds,0.5
51220,0,0-shot,tpcds,0.5
51221,17,0-shot,tpcds,0.5
51222,0,0-shot,tpcds,0.5
51223,0,0-shot,tpcds,0.5
51224,53,0-shot,tpcds,0.5
51225,17,0-shot,tpcds,0.5
51226,61,0-shot,tpcds,0.5
51227,56,0-shot,tpcds,0.5
51228,0,0-shot,tpcds,0.5
51229,74,0-shot,tpcds,0.5
51230,34,0-shot,tpcds,0.5
51231,45,0-shot,tpcds,0.5
51232,50,0-shot,tpcds,0.5
51233,35,0-shot,tpcds,0.5
51234,34,0-shot,tpcds,0.5
51235,49,0-shot,tpcds,0.5
51236,32,0-shot,tpcds,0.5
51237,0,0-shot,tpcds,0.5
51238,17,0-shot,tpcds,0.5
51239,53,0-shot,tpcds,0.5
51240,0,0-shot,tpcds,0.5
51241,56,0-shot,tpcds,0.5
51242,64,0-shot,tpcds,0.5
51243,0,0-shot,tpcds,0.5
51244,17,0-shot,tpcds,0.5
51245,61,0-shot,tpcds,0.5
51246,50,0-shot,tpcds,0.5
51247,49,0-shot,tpcds,0.5
51248,50,0-shot,tpcds,0.5
51249,50,0-shot,tpcds,0.5
51250,50,0-shot,tpcds,0.5
51251,50,0-shot,tpcds,0.5
51252,50,0-shot,tpcds,0.5
51253,0,0-shot,tpcds,0.5
51254,0,0-shot,tpcds,0.5
51255,0,0-shot,tpcds,0.5
51256,0,0-shot,tpcds,0.5
51257,17,0-shot,tpcds,0.5
51258,0,0-shot,tpcds,0.5
51259,0,0-shot,tpcds,0.5
51260,0,0-shot,tpcds,0.5
51261,8,0-shot,tpcds,0.5
51262,50,0-shot,tpcds,0.5
51263,32,0-shot,tpcds,0.5
51264,35,0-shot,tpcds,0.5
51265,34,0-shot,tpcds,0.5
51266,36,0-shot,tpcds,0.5
51267,0,0-shot,tpcds,0.5
51268,0,0-shot,tpcds,0.5
51269,0,0-shot,tpcds,0.5
51270,0,0-shot,tpcds,0.5
51271,17,0-shot,tpcds,0.5
51272,53,0-shot,tpcds,0.5
51273,0,0-shot,tpcds,0.5
51274,0,0-shot,tpcds,0.5
51275,0,0-shot,tpcds,0.5
51276,0,0-shot,tpcds,0.5
51277,17,0-shot,tpcds,0.5
51278,61,0-shot,tpcds,0.5
51279,0,0-shot,tpcds,0.5
51280,56,0-shot,tpcds,0.5
51281,64,0-shot,tpcds,0.5
51282,0,0-shot,tpcds,0.5
51283,36,0-shot,tpcds,0.5
51284,35,0-shot,tpcds,0.5
51285,50,0-shot,tpcds,0.5
51286,34,0-shot,tpcds,0.5
51287,3,0-shot,tpcds,0.5
51288,34,0-shot,tpcds,0.5
51289,34,0-shot,tpcds,0.5
51290,5,0-shot,tpcds,0.5
51291,13,0-shot,tpcds,0.5
51292,5,0-shot,tpcds,0.5
51293,20,0-shot,tpcds,0.5
51294,12,0-shot,tpcds,0.5
51295,20,0-shot,tpcds,0.5
51296,11,0-shot,tpcds,0.5
51297,19,0-shot,tpcds,0.5
51298,2,0-shot,tpcds,0.5
51299,0,0-shot,tpcds,0.5
51300,61,0-shot,tpcds,0.5
51301,0,0-shot,tpcds,0.5
51302,2,0-shot,tpcds,0.5
51303,61,0-shot,tpcds,0.5
51304,2,0-shot,tpcds,0.5
51305,8,0-shot,tpcds,0.5
51306,2,0-shot,tpcds,0.5
51307,34,0-shot,tpcds,0.5
51308,34,0-shot,tpcds,0.5
51309,35,0-shot,tpcds,0.5
51310,34,0-shot,tpcds,0.5
51311,25,0-shot,tpcds,0.5
51312,25,0-shot,tpcds,0.5
51313,8,0-shot,tpcds,0.5
51314,36,0-shot,tpcds,0.5
51315,25,0-shot,tpcds,0.5
51316,0,0-shot,tpcds,0.5
51317,32,0-shot,tpcds,0.5
51318,0,0-shot,tpcds,0.5
51319,17,0-shot,tpcds,0.5
51320,35,0-shot,tpcds,0.5
51321,1,0-shot,tpcds,0.5
51322,50,0-shot,tpcds,0.5
51323,0,0-shot,tpcds,0.5
51324,53,0-shot,tpcds,0.5
51325,0,0-shot,tpcds,0.5
51326,0,0-shot,tpcds,0.5
51327,0,0-shot,tpcds,0.5
51328,0,0-shot,tpcds,0.5
51329,61,0-shot,tpcds,0.5
51330,74,0-shot,tpcds,0.5
51331,34,0-shot,tpcds,0.5
51332,35,0-shot,tpcds,0.5
51333,35,0-shot,tpcds,0.5
51334,0,0-shot,tpcds,0.5
51335,0,0-shot,tpcds,0.5
51336,35,0-shot,tpcds,0.5
51337,34,0-shot,tpcds,0.5
51338,33,0-shot,tpcds,0.5
51339,5,0-shot,tpcds,0.5
51340,8,0-shot,tpcds,0.5
51341,2,0-shot,tpcds,0.5
51342,0,0-shot,tpcds,0.5
51343,0,0-shot,tpcds,0.5
51344,0,0-shot,tpcds,0.5
51345,53,0-shot,tpcds,0.5
51346,35,0-shot,tpcds,0.5
51347,4,0-shot,tpcds,0.5
51348,1,0-shot,tpcds,0.5
51349,0,0-shot,tpcds,0.5
51350,35,0-shot,tpcds,0.5
51351,56,0-shot,tpcds,0.5
51352,64,0-shot,tpcds,0.5
51353,0,0-shot,tpcds,0.5
51354,0,0-shot,tpcds,0.5
51355,0,0-shot,tpcds,0.5
51356,2,0-shot,tpcds,0.5
51357,0,0-shot,tpcds,0.5
51358,0,0-shot,tpcds,0.5
51359,33,0-shot,tpcds,0.5
51360,26,0-shot,tpcds,0.5
51361,25,0-shot,tpcds,0.5
51362,6,0-shot,tpcds,0.5
51363,3,0-shot,tpcds,0.5
51364,0,0-shot,tpcds,0.5
51365,0,0-shot,tpcds,0.5
51366,0,0-shot,tpcds,0.5
51367,56,0-shot,tpcds,0.5
51368,0,0-shot,tpcds,0.5
51369,0,0-shot,tpcds,0.5
51370,34,0-shot,tpcds,0.5
51371,35,0-shot,tpcds,0.5
51372,0,0-shot,tpcds,0.5
51373,0,0-shot,tpcds,0.5
51374,17,0-shot,tpcds,0.5
51375,0,0-shot,tpcds,0.5
51376,8,0-shot,tpcds,0.5
51377,17,0-shot,tpcds,0.5
51378,56,0-shot,tpcds,0.5
51379,34,0-shot,tpcds,0.5
51380,36,0-shot,tpcds,0.5
51381,34,0-shot,tpcds,0.5
51382,34,0-shot,tpcds,0.5
51383,34,0-shot,tpcds,0.5
51384,36,0-shot,tpcds,0.5
51385,35,0-shot,tpcds,0.5
51386,35,0-shot,tpcds,0.5
51387,35,0-shot,tpcds,0.5
51388,35,0-shot,tpcds,0.5
51389,0,0-shot,tpcds,0.5
51390,0,0-shot,tpcds,0.5
51391,17,0-shot,tpcds,0.5
51392,0,0-shot,tpcds,0.5
51393,0,0-shot,tpcds,0.5
51394,50,0-shot,tpcds,0.5
51395,34,0-shot,tpcds,0.5
51396,32,0-shot,tpcds,0.5
51397,5,0-shot,tpcds,0.5
51398,0,0-shot,tpcds,0.5
51399,0,0-shot,tpcds,0.5
51400,61,0-shot,tpcds,0.5
51401,0,0-shot,tpcds,0.5
51402,8,0-shot,tpcds,0.5
51403,2,0-shot,tpcds,0.5
51404,0,0-shot,tpcds,0.5
51405,0,0-shot,tpcds,0.5
51406,9,0-shot,tpcds,0.5
51407,34,0-shot,tpcds,0.5
51408,35,0-shot,tpcds,0.5
51409,25,0-shot,tpcds,0.5
51410,4,0-shot,tpcds,0.5
51411,0,0-shot,tpcds,0.5
51412,0,0-shot,tpcds,0.5
51413,0,0-shot,tpcds,0.5
51414,0,0-shot,tpcds,0.5
51415,56,0-shot,tpcds,0.5
51416,0,0-shot,tpcds,0.5
51417,56,0-shot,tpcds,0.5
51418,0,0-shot,tpcds,0.5
51419,2,0-shot,tpcds,0.5
51420,6,0-shot,tpcds,0.5
51421,0,0-shot,tpcds,0.5
51422,0,0-shot,tpcds,0.5
51423,17,0-shot,tpcds,0.5
51424,0,0-shot,tpcds,0.5
51425,0,0-shot,tpcds,0.5
51426,53,0-shot,tpcds,0.5
51427,0,0-shot,tpcds,0.5
51428,50,0-shot,tpcds,0.5
51429,0,0-shot,tpcds,0.5
51430,8,0-shot,tpcds,0.5
51431,0,0-shot,tpcds,0.5
51432,0,0-shot,tpcds,0.5
51433,0,0-shot,tpcds,0.5
51434,0,0-shot,tpcds,0.5
51435,56,0-shot,tpcds,0.5
51436,56,0-shot,tpcds,0.5
51437,64,0-shot,tpcds,0.5
51438,0,0-shot,tpcds,0.5
51439,2,0-shot,tpcds,0.5
51440,0,0-shot,tpcds,0.5
51441,34,0-shot,tpcds,0.5
51442,4,0-shot,tpcds,0.5
51443,3,0-shot,tpcds,0.5
51444,0,0-shot,tpcds,0.5
51445,0,0-shot,tpcds,0.5
51446,0,0-shot,tpcds,0.5
51447,0,0-shot,tpcds,0.5
51448,0,0-shot,tpcds,0.5
51449,0,0-shot,tpcds,0.5
51450,0,0-shot,tpcds,0.5
51451,0,0-shot,tpcds,0.5
51452,0,0-shot,tpcds,0.5
51453,17,0-shot,tpcds,0.5
51454,0,0-shot,tpcds,0.5
51455,0,0-shot,tpcds,0.5
51456,0,0-shot,tpcds,0.5
51457,4,0-shot,tpcds,0.5
51458,0,0-shot,tpcds,0.5
51459,0,0-shot,tpcds,0.5
51460,0,0-shot,tpcds,0.5
51461,17,0-shot,tpcds,0.5
51462,0,0-shot,tpcds,0.5
51463,17,0-shot,tpcds,0.5
51464,41,0-shot,tpcds,0.5
51465,49,0-shot,tpcds,0.5
51466,50,0-shot,tpcds,0.5
51467,0,0-shot,tpcds,0.5
51468,17,0-shot,tpcds,0.5
51469,0,0-shot,tpcds,0.5
51470,0,0-shot,tpcds,0.5
51471,50,0-shot,tpcds,0.5
51472,50,0-shot,tpcds,0.5
51473,25,0-shot,tpcds,0.5
51474,1,0-shot,tpcds,0.5
51475,0,0-shot,tpcds,0.5
51476,0,0-shot,tpcds,0.5
51477,17,0-shot,tpcds,0.5
51478,0,0-shot,tpcds,0.5
51479,0,0-shot,tpcds,0.5
51480,0,0-shot,tpcds,0.5
51481,0,0-shot,tpcds,0.5
51482,5,0-shot,tpcds,0.5
51483,5,0-shot,tpcds,0.5
51484,6,0-shot,tpcds,0.5
51485,28,0-shot,tpcds,0.5
51486,6,0-shot,tpcds,0.5
51487,17,0-shot,tpcds,0.5
51488,0,0-shot,tpcds,0.5
51489,17,0-shot,tpcds,0.5
51490,0,0-shot,tpcds,0.5
51491,17,0-shot,tpcds,0.5
51492,0,0-shot,tpcds,0.5
51493,0,0-shot,tpcds,0.5
51494,56,0-shot,tpcds,0.5
51495,0,0-shot,tpcds,0.5
51496,0,0-shot,tpcds,0.5
51497,0,0-shot,tpcds,0.5
51498,0,0-shot,tpcds,0.5
51499,0,0-shot,tpcds,0.5
51500,36,0-shot,tpcds,0.5
51501,35,0-shot,tpcds,0.5
51502,34,0-shot,tpcds,0.5
51503,49,0-shot,tpcds,0.5
51504,28,0-shot,tpcds,0.5
51505,50,0-shot,tpcds,0.5
51506,50,0-shot,tpcds,0.5
51507,12,0-shot,tpcds,0.5
51508,28,0-shot,tpcds,0.5
51509,1,0-shot,tpcds,0.5
51510,50,0-shot,tpcds,0.5
51511,50,0-shot,tpcds,0.5
51512,50,0-shot,tpcds,0.5
51513,17,0-shot,tpcds,0.5
51514,17,0-shot,tpcds,0.5
51515,56,0-shot,tpcds,0.5
51516,66,0-shot,tpcds,0.5
51517,0,0-shot,tpcds,0.5
51518,0,0-shot,tpcds,0.5
51519,0,0-shot,tpcds,0.5
51520,17,0-shot,tpcds,0.5
51521,8,0-shot,tpcds,0.5
51522,2,0-shot,tpcds,0.5
51523,0,0-shot,tpcds,0.5
51524,50,0-shot,tpcds,0.5
51525,50,0-shot,tpcds,0.5
51526,34,0-shot,tpcds,0.5
51527,0,0-shot,tpcds,0.5
51528,0,0-shot,tpcds,0.5
51529,0,0-shot,tpcds,0.5
51530,0,0-shot,tpcds,0.5
51531,0,0-shot,tpcds,0.5
51532,17,0-shot,tpcds,0.5
51533,17,0-shot,tpcds,0.5
51534,61,0-shot,tpcds,0.5
51535,0,0-shot,tpcds,0.5
51536,2,0-shot,tpcds,0.5
51537,0,0-shot,tpcds,0.5
51538,50,0-shot,tpcds,0.5
51539,6,0-shot,tpcds,0.5
51540,8,0-shot,tpcds,0.5
51541,0,0-shot,tpcds,0.5
51542,0,0-shot,tpcds,0.5
51543,0,0-shot,tpcds,0.5
51544,17,0-shot,tpcds,0.5
51545,53,0-shot,tpcds,0.5
51546,17,0-shot,tpcds,0.5
51547,0,0-shot,tpcds,0.5
51548,0,0-shot,tpcds,0.5
51549,0,0-shot,tpcds,0.5
51550,0,0-shot,tpcds,0.5
51551,50,0-shot,tpcds,0.5
51552,50,0-shot,tpcds,0.5
51553,2,0-shot,tpcds,0.5
51554,0,0-shot,tpcds,0.5
51555,0,0-shot,tpcds,0.5
51556,0,0-shot,tpcds,0.5
51557,5,0-shot,tpcds,0.5
51558,0,0-shot,tpcds,0.5
51559,17,0-shot,tpcds,0.5
51560,0,0-shot,tpcds,0.5
51561,8,0-shot,tpcds,0.5
51562,0,0-shot,tpcds,0.5
51563,2,0-shot,tpcds,0.5
51564,0,0-shot,tpcds,0.5
51565,0,0-shot,tpcds,0.5
51566,50,0-shot,tpcds,0.5
51567,34,0-shot,tpcds,0.5
51568,35,0-shot,tpcds,0.5
51569,35,0-shot,tpcds,0.5
51570,33,0-shot,tpcds,0.5
51571,25,0-shot,tpcds,0.5
51572,25,0-shot,tpcds,0.5
51573,0,0-shot,tpcds,0.5
51574,17,0-shot,tpcds,0.5
51575,0,0-shot,tpcds,0.5
51576,8,0-shot,tpcds,0.5
51577,2,0-shot,tpcds,0.5
51578,0,0-shot,tpcds,0.5
51579,50,0-shot,tpcds,0.5
51580,35,0-shot,tpcds,0.5
51581,35,0-shot,tpcds,0.5
51582,25,0-shot,tpcds,0.5
51583,18,0-shot,tpcds,0.5
51584,3,0-shot,tpcds,0.5
51585,17,0-shot,tpcds,0.5
51586,0,0-shot,tpcds,0.5
51587,0,0-shot,tpcds,0.5
51588,50,0-shot,tpcds,0.5
51589,50,0-shot,tpcds,0.5
51590,25,0-shot,tpcds,0.5
51591,1,0-shot,tpcds,0.5
51592,0,0-shot,tpcds,0.5
51593,0,0-shot,tpcds,0.5
51594,32,0-shot,tpcds,0.5
51595,0,0-shot,tpcds,0.5
51596,0,0-shot,tpcds,0.5
51597,0,0-shot,tpcds,0.5
51598,5,0-shot,tpcds,0.5
51599,32,0-shot,tpcds,0.5
51600,25,0-shot,tpcds,0.5
51601,6,0-shot,tpcds,0.5
51602,32,0-shot,tpcds,0.5
51603,0,0-shot,tpcds,0.5
51604,0,0-shot,tpcds,0.5
51605,31,0-shot,tpcds,0.5
51606,34,0-shot,tpcds,0.5
51607,12,0-shot,tpcds,0.5
51608,17,0-shot,tpcds,0.5
51609,17,0-shot,tpcds,0.5
51610,0,0-shot,tpcds,0.5
51611,0,0-shot,tpcds,0.5
51612,17,0-shot,tpcds,0.5
51613,8,0-shot,tpcds,0.5
51614,0,0-shot,tpcds,0.5
51615,56,0-shot,tpcds,0.5
51616,48,0-shot,tpcds,0.5
51617,50,0-shot,tpcds,0.5
51618,50,0-shot,tpcds,0.5
51619,17,0-shot,tpcds,0.5
51620,0,0-shot,tpcds,0.5
51621,50,0-shot,tpcds,0.5
51622,50,0-shot,tpcds,0.5
51623,35,0-shot,tpcds,0.5
51624,0,0-shot,tpcds,0.5
51625,50,0-shot,tpcds,0.5
51626,50,0-shot,tpcds,0.5
51627,0,0-shot,tpcds,0.5
51628,0,0-shot,tpcds,0.5
51629,17,0-shot,tpcds,0.5
51630,17,0-shot,tpcds,0.5
51631,0,0-shot,tpcds,0.5
51632,0,0-shot,tpcds,0.5
51633,17,0-shot,tpcds,0.5
51634,8,0-shot,tpcds,0.5
51635,8,0-shot,tpcds,0.5
51636,0,0-shot,tpcds,0.5
51637,56,0-shot,tpcds,0.5
51638,48,0-shot,tpcds,0.5
51639,50,0-shot,tpcds,0.5
51640,50,0-shot,tpcds,0.5
51641,17,0-shot,tpcds,0.5
51642,0,0-shot,tpcds,0.5
51643,50,0-shot,tpcds,0.5
51644,50,0-shot,tpcds,0.5
51645,35,0-shot,tpcds,0.5
51646,0,0-shot,tpcds,0.5
51647,50,0-shot,tpcds,0.5
51648,50,0-shot,tpcds,0.5
51649,0,0-shot,tpcds,0.5
51650,0,0-shot,tpcds,0.5
51651,0,0-shot,tpcds,0.5
51652,0,0-shot,tpcds,0.5
51653,0,0-shot,tpcds,0.5
51654,17,0-shot,tpcds,0.5
51655,53,0-shot,tpcds,0.5
51656,0,0-shot,tpcds,0.5
51657,0,0-shot,tpcds,0.5
51658,8,0-shot,tpcds,0.5
51659,2,0-shot,tpcds,0.5
51660,50,0-shot,tpcds,0.5
51661,11,0-shot,tpcds,0.5
51662,33,0-shot,tpcds,0.5
51663,35,0-shot,tpcds,0.5
51664,16,0-shot,tpcds,0.5
51665,0,0-shot,tpcds,0.5
51666,0,0-shot,tpcds,0.5
51667,33,0-shot,tpcds,0.5
51668,35,0-shot,tpcds,0.5
51669,35,0-shot,tpcds,0.5
51670,1,0-shot,tpcds,0.5
51671,0,0-shot,tpcds,0.5
51672,0,0-shot,tpcds,0.5
51673,0,0-shot,tpcds,0.5
51674,0,0-shot,tpcds,0.5
51675,17,0-shot,tpcds,0.5
51676,53,0-shot,tpcds,0.5
51677,0,0-shot,tpcds,0.5
51678,0,0-shot,tpcds,0.5
51679,8,0-shot,tpcds,0.5
51680,2,0-shot,tpcds,0.5
51681,50,0-shot,tpcds,0.5
51682,11,0-shot,tpcds,0.5
51683,33,0-shot,tpcds,0.5
51684,35,0-shot,tpcds,0.5
51685,16,0-shot,tpcds,0.5
51686,0,0-shot,tpcds,0.5
51687,0,0-shot,tpcds,0.5
51688,33,0-shot,tpcds,0.5
51689,36,0-shot,tpcds,0.5
51690,36,0-shot,tpcds,0.5
51691,1,0-shot,tpcds,0.5
51692,0,0-shot,tpcds,0.5
51693,0,0-shot,tpcds,0.5
51694,17,0-shot,tpcds,0.5
51695,53,0-shot,tpcds,0.5
51696,17,0-shot,tpcds,0.5
51697,0,0-shot,tpcds,0.5
51698,0,0-shot,tpcds,0.5
51699,0,0-shot,tpcds,0.5
51700,0,0-shot,tpcds,0.5
51701,50,0-shot,tpcds,0.5
51702,50,0-shot,tpcds,0.5
51703,2,0-shot,tpcds,0.5
51704,0,0-shot,tpcds,0.5
51705,0,0-shot,tpcds,0.5
51706,0,0-shot,tpcds,0.5
51707,5,0-shot,tpcds,0.5
51708,0,0-shot,tpcds,0.5
